text,category
how do i cancel order {{Order Number}},General
can  uhelp me canceling order {{Order Number}},General
"I have bought some items, cancel order {{Order Number}}",General
where do I cancel purchase {{Order Number}}?,General
can you help me cancel purchase {{Order Number}}?,General
can you help me canceling purchase {{Order Number}}?,General
need help with cancelling purchase {{Order Number}},General
I want assistance cancelling purchase {{Order Number}},General
i need assistance cancelling purchase {{Order Number}},General
I have got to cancel purchase {{Order Number}},General
i dont know how i can cancel purchase {{Order Number}},General
I would like to cancel purchase {{Order Number}},General
cancel purchase {{Order Number}},General
help me cancel ordere {{Order Number}},General
i don want order {{Order Number}} I'd like to cancel it,General
I can no longer pay for order {{Order Number}},General
I can't aford order {{Order Number}},General
order cancelation,General
have problems with canceling order  {{Order Number}},General
i have a provlem with cancelling order {{Order Number}},General
assistance with cancelling purchase {{Order Number}},General
i need help canceling order {{Order Number}},General
i try to cancel order {{Order Number}},General
i have to cancel purchase {{Order Number}},General
I have problems with canceling purchase {{Order Number}},General
how do I cancel purchae {{Order Number}}?,General
I have a probllem with canceling order {{Order Number}},General
help canceling order {{Order Number}},General
"I do not want this article, cancel order {{Order Number}}",General
can you help me canceling order {{Order Number}}?,General
cancel purchase {{Order Number}},General
I can no longer pay for purchase {{Order Number}},General
I want assistance cancelling order {{Order Number}},General
where could I cancel purchase {{Order Number}}?,General
help  me cancelling purchase {{Order Number}},General
cancel purchase370795561790,General
i need help with canceling orer {{Order Number}},General
help canceling purchase {{Order Number}},General
"I have gotr to cancel order {{Order Number}}, I need help",General
what do I have to do to cancel purchase {{Order Number}}?,General
question about canceling purchase {{Order Number}},General
question about cancelling purchase {{Order Number}},General
can ya help me cancel order {{Order Number}},General
i need help with cancelling order {{Order Number}},General
I need help to cancel purchase {{Order Number}},General
were can i cancel purchase {{Order Number}},General
i need help with canceling purchase {{Order Number}},General
can you help me to cancel purchase {{Order Number}}?,General
I want assistance to cancel order {{Order Number}},General
can uhelp me to cancel purchase {{Order Number}},General
"I bought some bloody articles, cancel order {{Order Number}}",General
i can no longer afford order {{Order Number}} could i cancel it,General
i need help with canceling order {{Order Number}},General
I need help with canxeling purchase {{Order Number}},General
i dont know how to cncel purchase {{Order Number}},General
i need assistance cancelling uprchase {{Order Number}},General
have problems wth canceling purchase {{Order Number}},General
i need assistance canceling order {{Order Number}},General
I have a problem with canceling purchase {{Order Number}},General
would it be possible to cancel purchase {{Order Number}}?,General
i have a problem with canceling purchase {{Order Number}},General
"I no longer want order {{Order Number}}, I would like to cancel it",General
needassistance cancelling purchase {{Order Number}},General
need assistance to cancel orer {{Order Number}},General
i want assisgance cancelling order {{Order Number}},General
"I can't afford purchase {{Order Number}}, could you cancel it?",General
I need help with cancelling purchase {{Order Number}},General
is it possible to cancel purchase {{Order Number}}?,General
could you help me cancelling purchase {{Order Number}}?,General
cancel purchase00123842,General
where can I cancel purchase {{Order Number}}?,General
where could I cancel purchase {{Order Number}}?,General
I do not know how I can cancel order {{Order Number}},General
assistance with cancelling purchase {{Order Number}},General
can you help me canceling purchase {{Order Number}}?,General
cancel purchase  {{Order Number}},General
where can I cancel purchase {{Order Number}}?,General
i try to cancel purchase {{Order Number}},General
i dont knwo how i can cancel purchase {{Order Number}},General
cancelling purchase {{Order Number}},General
i want help cancelling order {{Order Number}},General
I can't pay for purchase {{Order Number}},General
can uhelp me cancelling purchazse {{Order Number}},General
questionn about canceling order {{Order Number}},General
I am trying to cancel purchase {{Order Number}},General
cancel purchase113542617735902,General
i do not know how i can cancel order {{Order Number}},General
I have a proble with canceling purchase {{Order Number}},General
